text,label
"“Why will you think so? It must be his own doing; he is his own master. But you do not know _all_. I _will_ read you the passage which particularly hurts me. I will have no reserves from _you_. ‘Mr. Darcy is impatient to see his sister; and to confess the truth, _we_ are scarcely less eager to meet her again. I really do not think Georgiana Darcy has her equal for beauty, elegance, and accomplishments; and the affection she inspires in Louisa and myself is heightened into something still more interesting from the hope we dare to entertain of her being hereafter our sister. I do not know whether I ever before mentioned to you my feelings on this subject, but I will not leave the country without confiding them, and I trust you will not esteem them unreasonable. My brother admires her greatly already; he will have frequent opportunity now of seeing her on the most intimate footing; her relations all wish the connection as much as his own; and a sister’s partiality is not misleading me, I ",romantic
"“You shall have it in a few words. Miss Bingley sees that her brother is in love with you and wants him to marry Miss Darcy. She follows him to town in the hope of keeping him there, and tries to persuade you that he does not care about you.”",romantic
"“Indeed, Jane, you ought to believe me. No one who has ever seen you together can doubt his affection; Miss Bingley, I am sure, cannot: she is not such a simpleton. Could she have seen half as much love in Mr. Darcy for herself, she would have ordered her wedding clothes. But the case is this:--we are not rich enough or grand enough for them; and she is the more anxious to get Miss Darcy for her brother, from the notion that when there has been _one_ inter-marriage, she may have less trouble in achieving a second; in which there is certainly some ingenuity, and I dare say it would succeed if Miss de Bourgh were out of the way. But, my dearest Jane, you cannot seriously imagine that, because Miss Bingley tells you her brother greatly admires Miss Darcy, he is in the smallest degree less sensible of _your_ merit than when he took leave of you on Tuesday; or that it will be in her power to persuade him that, instead of being in love with you, he is very much in love with her friend.”",romantic
"She represented to her sister, as forcibly as possible, what she felt on the subject, and had soon the pleasure of seeing its happy effect. Jane’s temper was not desponding; and she was gradually led to hope, though the diffidence of affection sometimes overcame the hope, that Bingley would return to Netherfield, and answer every wish of her heart.",romantic
"Charlotte assured her friend of her satisfaction in being useful, and that it amply repaid her for the little sacrifice of her time. This was very amiable; but Charlotte’s kindness extended farther than Elizabeth had any conception of:--its object was nothing less than to secure her from any return of Mr. Collins’s addresses, by engaging them towards herself. Such was Miss Lucas’s scheme; and appearances were so favourable, that when they parted at night, she would have felt almost sure of success if he had not been to leave Hertfordshire so very soon. But here she did injustice to the fire and independence of his character; for it led him to escape out of Longbourn House the next morning with admirable slyness, and hasten to Lucas Lodge to throw himself at her feet. He was anxious to avoid the notice of his cousins, from a conviction that, if they saw him depart, they could not fail to conjecture his design, and he was not willing to have the attempt known till its success could be kn",romantic
"excited before, how many years longer Mr. Bennet was likely to live; and Sir William gave it as his decided opinion, that whenever Mr. Collins should be in possession of the Longbourn estate, it would be highly expedient that both he and his wife should make their appearance at St. James’s. The whole family in short were properly overjoyed on the occasion. The younger girls formed hopes of _coming out_ a year or two sooner than they might otherwise have done; and the boys were relieved from their apprehension of Charlotte’s dying an old maid. Charlotte herself was tolerably composed. She had gained her point, and had time to consider of it. Her reflections were in general satisfactory. Mr. Collins, to be sure, was neither sensible nor agreeable: his society was irksome, and his attachment to her must be imaginary. But still he would be her husband. Without thinking highly either of men or of matrimony, marriage had always been her object: it was the only honourable provision for well-e",romantic
"The possibility of Mr. Collins’s fancying himself in love with her friend had once occurred to Elizabeth within the last day or two: but that Charlotte could encourage him seemed almost as far from possibility as that she could encourage him herself; and her astonishment was consequently so great as to overcome at first the bounds of decorum, and she could not help crying out,--",romantic
"Jane had sent Caroline an early answer to her letter, and was counting the days till she might reasonably hope to hear again. The promised letter of thanks from Mr. Collins arrived on Tuesday, addressed to their father, and written with all the solemnity of gratitude which a twelve-month’s abode in the family might have prompted. After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the affection of their amiable neighbour, Miss Lucas, and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at Longbourn, whither he hoped to be able to return on Monday fortnight; for Lady Catherine, he added, so heartily approved his marriage, that she wished it to take place as soon as possible, which he trusted would be an unanswerable argument with his amiable Charlotte to name an early day for making him the happies",romantic
"Mr. Collins’s return into Hertfordshire was no longer a matter of pleasure to Mrs. Bennet. On the contrary, she was as much disposed to complain of it as her husband. It was very strange that he should come to Longbourn instead of to Lucas Lodge; it was also very inconvenient and exceedingly troublesome. She hated having visitors in the house while her health was so indifferent, and lovers were of all people the most disagreeable. Such were the gentle murmurs of Mrs. Bennet, and they gave way only to the greater distress of Mr. Bingley’s continued absence.",romantic
"Even Elizabeth began to fear--not that Bingley was indifferent--but that his sisters would be successful in keeping him away. Unwilling as she was to admit an idea so destructive to Jane’s happiness, and so dishonourable to the stability of her lover, she could not prevent its frequently recurring. The united efforts of his two unfeeling sisters, and of his overpowering friend, assisted by the attractions of Miss Darcy and the amusements of London, might be too much, she feared, for the strength of his attachment.",romantic
"Mr. Collins returned most punctually on the Monday fortnight, but his reception at Longbourn was not quite so gracious as it had been on his first introduction. He was too happy, however, to need much attention; and, luckily for the others, the business of love-making relieved them from a great deal of his company. The chief of every day was spent by him at Lucas Lodge, and he sometimes returned to Longbourn only in time to make an apology for his absence before the family went to bed.",romantic
"Elizabeth, to whom Jane very soon communicated the chief of all this, heard it in silent indignation. Her heart was divided between concern for her sister and resentment against all others. To Caroline’s assertion of her brother’s being partial to Miss Darcy, she paid no credit. That he was really fond of Jane, she doubted no more than she had ever done; and much as she had always been disposed to like him, she could not think without anger, hardly without contempt, on that easiness of temper, that want of proper resolution, which now made him the slave of his designing friends, and led him to sacrifice his own happiness to the caprice of their inclinations. Had his own happiness, however, been the only sacrifice, he might have been allowed to sport with it in whatever manner he thought best; but her sister’s was involved in it, as she thought he must be sensible himself. It was a subject, in short, on which reflection would be long indulged, and must be unavailing. She could think of ",romantic
"I sit down to give you an undeniable proof of my considering your desires as indispensable orders. Ungracious then as the task may be, I shall recall to view those scandalous stages of my life, out of which I emerged, at length, to the enjoyment of every blessing in the power of love, health and fortune to bestow; whilst yet in the flower of youth, and not too late to employ the leisure afforded me by great ease and affluence, to cultivate an understanding, naturally not a despicable one, and which had, even amidst the whirl of loose pleasures I had been tossed in, exerted more observation on the characters and manners of the world than what is common to those of my unhappy profession, who, looking on all though or reflection as their capital enemy, keep it at as great a distance as they can, or destroy it without mercy.",romantic
"Left thus alone, absolutely destitute and friendless I began then to feel most bitterly the severity of this separation, the scene of which had passed in a little room in the inn; and no sooner was her back turned, but the affliction I felt at my helpless strange circumstances, burst out into a flood of tears, which infinitely relieved the oppression of my heart; though I still remained stupified, and most perfectly perplexed how to dispose of myself.",romantic
"On this I drew back a little, most heartily mortified at a declaration which carried with it a killing uncertainly, that my circumstances could not well endure.",romantic
"This being over, she bid the coachman drive to a shop in St. Paul’s Churchyard, where she bought a pair of gloves, which she gave me, and thence renewed her directions to the coachman to drive to her house in ——— street, who accordingly landed us at the door, after I had been cheered up and entertained by the way with the most plausible flams, without one syllable from which I could conclude anything but that I was, by the greatest luck, fallen into the hands of kindest mistress, not to say friend, that the vast world could afford; and accordingly I entered her doors with most complete confidence and exultation, promising, myself that, as soon as I could be a little settled, I would acquaint Esther Davis with my rare good fortune.",romantic
"“No!” says Phœbe, “you must not, my sweet girl, think to hide all these treasures from me. My sight must be feasted as my touch. I must devour with my eyes this springing bosom. Suffer me to kiss it. I have not seen it enough. Let me kiss it once more. What firm, smooth, white flesh is here! How delicately shaped! Then this delicious down! Oh! let me view the small, dear, tender cleft! This is too much, I cannot bear it! I must! I must!” Here she took my hand, and in a transport carried it where you will easily guess. But what a difference in the state of the same thing! A spreading thicket of bushy curls marked the full grown, complete woman. Then the cavity to which she guided my hand easily received it; and as soon as she felt it within her, she moved herself to and fro, with so rapid a friction, that I presently withdrew it, wet and clammy, when instantly Phœbe grew more composed, after two or three sighs, and heart-fetched Oh’s! and giving me a kiss that seemed to exhale her soul ",romantic
"Imagine to yourself, Madam, how my little coquet heart fluttered with joy at the sight of a white lutestring, flowered with silver, scoured indeed, but passed on me for spick and span new, a Brussels lace cap, braited shoes, and the rest in proportion, all second-hand finery, and procured instantly for the occasion, by the diligence and industry of the good Mrs. Brown, who had already a chapman for me in the house, before whom my charms were to pass in review; for he had not only, in course, insisted on a previous sight of the premises, but also on immediate surrendering to him, in case of his agreeing for me; concluding very wisely, that such a place as I was in, was of the hottest to trust the keeping of such a perishable commodity in, as a maidenhead.",romantic
"Imagine to yourself, a man rather past threescore, short and ill-made, with a yellow cadaverous hue, great goggle eyes, that stared as if he was strangled; an out-mouth from two more properly tusks than teeth, livid lips, and breath like a Jake’s: then he had a peculiar ghastliness in his grin, that made him perfectly frightful, if not dangerous to women with child; yet, made as he was thus in mock of man, he was so blind to his own staring deformities, as to think himself born to please, and that no woman could see him with impunity: in consequence of which idea, he had lavished great sums on such wretches as could gain upon themselves to pretend love to his person, whilst to those who had not art or patience to dissemble the horror it inspired, he behaved even brutally. Impotence, more than necessity, made him seek in variety, the provocative that was wanting to raise him to the pitch of enjoyment, which he too often saw himself baulked of, by the failure of his powers: and this alwa",romantic
"Phœbe, however, began to sift the state and pulses of my heart toward this monster, asking me how I should approve of such a fine gentelman for a husband. (Fine gentleman, I suppose she called him, from his being daubed with lace.) I answered her very naturally, that I had no thoughts of a husband, but that if I was to choose one, it should be among my own degree, sure! so much had my aversion to that wretch’s hideous figure indisposed me to all “fine gentlemen,” and confounded my ideas, as if those of that rank had been necessarily cast in the same mould that he was. But Phœbe was not to be put off so, but went on with her endeavours to melt and soften me for the purposes of my reception into that hospitable house: and whilst she talked of the sex in general, she had no reason to despair of a compliance, which more than one reason showed her would be easily enough obtained of me; but then she had too much experience not to discover that my particular fixed aversion to that frightful c",romantic
"At dinner, Mrs. Brown and Phœbe did nothing but run riot in praise of this wonderful cousin, and how happy that woman would be that he would favour with his addresses; in short my two gossips exhausted all their rhetoric to persuade me to accept them: “that the gentleman was violently smitten with me at first sight; that he would make my fortune if I would be a good girl and not stand in my own light; that I should trust his honour; that I should be made for ever, and have a chariot to go abroad in,” with all such stuff as was fit to turn the head of such a silly ignorant girl as I then was: but luckily here my aversion had taken already such deep root in me, my heart was so strongly defended from him by my senses, that wanting the art to mask my sentiments, I gave them no hopes of their employer succeeding, at least very easily, with me. The glass too marched pretty quick, with a view, I suppose, to make a friend of the warmth of my constitution, in the minutes of the imminent attack.",romantic
"But long I was not suffered to remain in this state of stupefaction: the monster squatted down by me on the settee, and without farther ceremony or preamble, flings his arms about my neck, and drawing me pretty forcibly towards him, obliged me to receive, in spite of my struggles to disengage from him, his pestilential kisses, which quite overcame me. Finding me then next to senseless, and unresisting, he tears off my neck handkerchief, and laid all open there, to his eyes and hands: still I endured all without flinching, till emboldened by my sufferance and silence, for I had not the power to speak or cry out, he attempted to lay me down on the settee, and I felt his hand on the lower part of my naked thighs, which were crossed, and which he endeavoured to unlock. Oh then! I was roused out of my passive endurance, and springing from him with an activity he was not prepared for, threw myself at his feet, and begged him, in the most moving tone, not to be rude, and that he would not hur",romantic
"“She has indeed, sir,” said I, “but I cannot love you, indeed I cannot! pray let me alone! yes! I will love you dearly if you will let me alone and go away.” But I was talking to the wind, for whether my tears, my attitude, or the disorder of my dress proved fresh incentives, or whether he was now under the dominion of desires he could not bridle, but snorting and foaming with lust and rage, he renews his attack, seizes me, and again attempts to extend and fix me on the settee: in which he succeeded so far as to lay me along, and even to toss my petticoats over my head, and lay my thighs bare, which I obstinately kept close, nor could he, though he attempted with his knee to force them open, effect it so as to stand fair for being master of the main avenue; he was unbuttoned, both waistcoat and breeches, yet I only felt the weight of his body upon me, whilst I lay struggling with indignation, and dying with terrors; but he stopped all of a sudden, and got off, panting, blowing, cursing",romantic
"When it was over he bid me, with a tone of displeasure, get up: “that he would not do me the honour to think of me any more; that the old b——h might look out for another cully; that he would not be fooled so by ever a country mock modesty in England; that he supposed I had left my maidenhead with some hobnail in the country, and was come to dispose of my skim-milk in town” with a volley of the like abuse; which I listened to with more pleasure than ever fond woman did to protestations of love from her darling minion: for, incapable as I was of receiving any addition to my perfect hatred and aversion to him, I looked on this railing, as my security against his renewing his most odious caress.",romantic
"Yet, plain as Mrs. Brown’s views were now come out, I had not the heart, or spirit to open my eyes to them: still I could not part with my dependence on that beldam, so much did I think myself hers, soul and body: or rather, I sought to deceive myself with the continuation of my good opinion of her, and choose to wait the worst at her hands, sooner than be turned out to starve in the streets, without a penny of money or a friend to apply to these fears were my folly.",romantic
"As much, however, as Martha might be prepared and hardened to transactions of this sort, all womanhood must have been out of her heart could she have seen this unmoved. Besides that, on the face of things, she imagined that matters had gone greater lengths than they really had, and that the courtesy of the house had been actually consummated on me, and flung: me into the condition I was in: in this notion she instantly took my part, and advised the gentleman to go down and leave me to recover myself, and “that all would be soon over with me; that when Mrs. Brown and Phœbe, who were gone out, were returned, they would take order for everything to his satisfaction; that nothing would be lost by a little patience with the poor tender thing; that for her part she was frightened; she could not tell what to say to such doings; but that she would stay by me till my mistress came home.” As the wench said all this in a resolute tone, and the monster himself began to perceive that things would n",romantic
"Her paramour sat down by her: he seemed to be a man of very few words, and a great stomach; for proceeding instantly to essentials, he gave her some hearty smacks, and thrusting his hands into her breasts, disengaged them from her stays, in scorn of whose confinement they broke loose, and sagged down, navel-low at least. A more enormous pair did my eyes never behold, nor of a worse colour, flagging, soft, and most lovingly contiguous: yet such as they were, this great beef-eater seemed to paw them with a most unenviable lust, seeking in vain to confine or cover one of them with a hand scarce less than a shoulder of mutton. After toying with them thus some time, as if they had been worth it, he laid her down pretty briskly, and canting up her petticoats, made barely a mask of them to her broad red face, that blushed with nothing but brandy.",romantic
"Whilst they were in the heat of the action, guided by nature only, I stole my hand up my petticoats, and with fingers on fire, seized and yet more inflamed that center of all my senses: my heart palpitated, as if it would force its way through my bosom: I breathed with pain; I twisted my thighs, squeezed and compressed the lips of that virgin slit, and following mechanically the example of Phœbe’s manual operation on it, as far as I could find admission, brought on at last the critical ecstasy, the melting flow, into which nature, spent with excess of pleasure, dissolves and dies away.",romantic
"The opportunity, however, did not offer till next morning, for Phœbe did not come to bed till long after I was gone to sleep. As soon then as we were both awake, it was but in course to bring our ly-a-bed chat to hand, on the subject of my uneasiness: to which a recital of the love scene I had thus, by chance, been spectatress of, served for a preface.",romantic
"By this time the young gentelman had changed her posture from lying breadth to length-wise on the coach: but her thighs were still spread, and the mark lay fair for him, who now kneeling between them, displayed to us a side view of that fierce erect machine of his, which threatened no less than splitting the tender victim, who lay smiling at the uplifted stroke, nor seemed to decline it. He looked upon his weapon himself with some pleasure, and guiding it with his hand to the inviting; slit, drew aside the lips, and lodged it (after some thrusts, which Polly seemed even to assist) about half way; but there it stuck, I suppose from its growing thickness: he draws it again, and just wetting it with spittle, re-enters, and with ease sheathed it now up to the hilt, at which Polly gave a deep sigh, which was quite another tone than one of pain; he thrusts, she heaves, at first gently, and in a regular cadence; but presently the transport began to be too violent to observe any order or measu",romantic
"The young foreigner was sitting down, fronting us, on the coach, with Polly upon one knee, who had her arms round his neck, whilst the extreme whiteness of her skin was not undelightfully contrasted by the smooth glossy brown of her lover’s.",romantic
"Phœbe lay down by me, and asked me archly, “if, now that I had seen the enemy, and fully considered him, I was still afraid of him? or did I think I could come to a close engagement with him?” To all which, not a word on my side; I sighed, and could scarcely breathe. She takes hold of my hand, and having rolled up her own petticoats, forced it half strivingly, towards those parts, where, now grown more knowing, I missed the main object of my wishes; and finding not even the shadow of what I wanted, where every thing was so flat, or so hollow, in the vexation I was in at it. I should have withdrawn my hand, but for fear of disobliging her. Abandoning it then entirely to her management, she made use of it as she thought proper, to procure herself rather the shadow than the substance of any pleasure. For my part, I now pined for more solid food, and promised tacitly to myself that I would not be put off much longer with this foolery of woman to woman, of Mrs. Brown did not soon provide me",romantic
"Figure to yourself, Madam, fair stripling between eighteen and nineteen, with his head reclined on one of the sides of the chair, his hair disordered curls, irregularly shading a face, on which all the roseate bloom of youth and all the manly graces conspired to fix my eye sand heart; even the languour and paleness of his face, in which the momentary triumph of the lily over the rose was owing to the excesses of the night, gave an inexpressible sweetness to the finest features imaginable: his eyes, closed in sleep, displayed the meeting edges of their lids beautifully bordered with long eye-lashes; over which no pencil could have described two more regular arches than those that graced his forehead, which was high, perfectly white and smooth; then a pair of vermilion lips, pouting and swelling to the touch, as if a bee had freshly stung them, seemed to challenge me to get the gloves off this lovely sleeper, had not the modesty and respect, which in both sexes are inseparable from a tru",romantic
"But on seeing his shirt collar unbottoned, and bosom whiter than a drift of snow, the pleasure of considering it could not bribe me to lengthen it, at the hazard of a health that began to be my life’s concern. Love, that made me timid, taught me to be tender too: with a trembling hand I took hold of one of his, and waking him as gently as possible, he started, and looking, at first a little wildly, said with a voice that sent its harmonious sound to my heart: “Pray, child, what-a-clock is it?” I told him, and added that he might catch cold if he slept longer with his breast open in the cool of the morning air. On this he thanked me with a sweetness perfectly agreeing with that of his features and eyes; the last now broad open, and eagerly surveying me, carried the surightly fires they sparkled with directly to my heart.",romantic
"It seems, that having drank too freely before he came upon the rake with some of his young companions, he had put himself out of a condition to go through all the weapons with them, and crown the night with a getting a mistress; so that seeing me in a loose undress, he did not doubt but I was one of the misses of the house, sent in to repair his loss of time; but though he seized that notion, and a very obvious one it was, without hesitation, yet, whether my figure made a more than ordinary impression on him, or whether it was his natural politeness, he addressed me in a manner far from rude, though still on the foot of one of the house pliers come to amuse him; and giving me the first kiss that I ever relished from man in my life, asked me if I could favour him with my company, assuring me that he would make it worth my while: but had not even new-born love, that true refiner of lust, opposed so sudden a surrender, the fear of being surprised by the house was a sufficient bar to my co",romantic
"I told him then, in a tone set by love itself, that for reasons I had not time to explain to him. I could not stay with him, and might even ever see him again, with a sigh at these words, which broke from the bottom of my heart. My conqueror, who, as he afterwards told me, had been struck with my appearance, and liked me as much as he could think of liking any one in my supposed way of life, asked me briskly at once, if I would be kept by him, and that he would take a lodging for me directly, and relieve me from any engagements he presumed I might be under to the house.",romantic
"Rash, sudden, undigested, even dangerous as this offer might be from a perfect stranger, and that stranger a giddy boy, the prodigious love I was struck with for him, had put a charm into every objection: I not resisting, and blinded me to every objection; I could, at that instant, have died for him: think if I could resist an invitation to live with him! Thus my heart, beating strong to the proposal, dictated my answer, after scarce a minute’s pause, that I would accept of his offer, and make my escape to him in what way he pleased, and that I would be entirely at his disposal, let it be good or bad. I have often since wondered that so great an easiness did not disgust him, or make me too cheap in his eyes, but my fate had so appointed it, that in his fears of the hazzard of the town, he had been some time looking out for a girl to take into keeping, and my person happening to hit his fancy, it was by one of those miracles reserved to love, that we struck the bargain in the instant, w",romantic
"For, besides all the perfections of manly beauty which were assembled in his form, he had an air of neatness and gentility, certain smartness in the carriage and port of his head, that yet more distinguished him; his eyes were sprightly and full of meaning; his looks had in them something at once sweet and commanding; his complexion out-bloomed the lovely coloured rose, whilst its inimitable tender vivid glow clearly saved it from the reproach of wanting life, of raw and dough-like, which is commonly made of those so extremely fair as he was.",romantic
"I then just hinted to him not to mention in the house his having seen such a person as me, for reasons I would explain to him more at leisure. And then, for fear of miscarrying, by being seen together, I tore myself from him with a bleeding heart, and stole up softly to my room, where I found Phœbe still fast asleep, and hurrying off my few clothes, lay down by her, with a mixture of joy and anxiety, that may be easier conceived than expressed.",romantic
"The risks of Mrs. Brown’s discovering my purpose, of disappointments, misery, ruin, all vanished before this new-kindled flame. The seeing, the touching, the being, if but for a night, with this idol of my fond virgin heart, appeared to me a happiness above the purchase of my liberty or life. He might use me ill, let him: he was the master, happy, too happy, even to receive death at so dear a hand.",romantic
"The fluctuations of my mind, the whole day, produced one good effect: which was, that, through mere fatigue, I slept tolerably well till five in the morning, when I got up, and having dressed myself, waited, under the double tortures of fear and impatience, for the appointed hour. It came at last, the dear, critical, dangerous hour came; and now, supported only by the courage love lent me, I ventured, a tip-toe, down stairs, leaving my box behind, for fear of being surprized with it in going out.",romantic
"I got to the street door, the key whereof was always laid on the chair by our bed side, in trust with Phœbe, who having not the least suspicion of my entertaining any design to go from them (nor, indeed, had I, but the day before), made no reserve or concealment of it from me. I opened the door with great ease; love, that emboldened, protected me too: and now, got safe into the street, I saw my new guardian angel waiting at a coach door, ready open. How I got to him I know not: I suppose I flew; but I was in the coach in a trice, and he by the side of me, with his arms clasped round me, and giving me the kiss of welcome. The coachman had his orders, and drove to them.",romantic
"My eyes were instantly filled with tears, but tears of the most delicious delight; to find myself in the arms of that beauteous youth, was a rapture that my little hear swam in; past or future were equally out of the question with me; the present was as much as all my powers of life were sufficient to bear the transport of, without fainting. Nor were the most tender embraces, the most soothing expressions wanting on his side, to assure me of his love, and of never giving me cause to repent the bold step I had taken, in throwing myself thus entirely upon his honour and generosity. But, alas! this was no merit in me, for I was drove to it by a passion too impetuous for me to resist, and, I did what I did, because I could not help it.",romantic
"An old jolly stager, who kept it, and understood life perfectly well, breakfasted with us, and leering archly at me, gave us both joy, and said, “we were well paired, i’ faith! that a great many gentlemen and ladies used his house, but he had never seen a handsomer couple... he was sure I was a fresh piece... I looked so country, so innocent! well my spouse was a lucky man!...” all which, common landlord’s cant, not only pleased and soothed me, but helped to diver my confusion at being with my new sovereign, whom, the minute approached, I began to fear to be alone with: a timidity which true love had a greater share in than even maiden bashful-ness.",romantic
"I wished, I doated, I could have died for him; and yet, I know not how, or why I dreaded the point which had been the object of my fiercest wishes; my pulses beat fears, amidst a flush of the warmest desires. This struggle of the passions, however, this conflict betwixt modesty and lovesick longings, made me burst again into tears; which he took, as he had done before, only for the remains of concern and emotion at the suddenness of my change of condition, in committing myself to his care; and, in consequence of that idea, did and said all that he thought would most comfort and re-inspirit me.",romantic
"Being now too high wound up to bear a delay, he unbuttoned, and drawing out the engine of love assaults, drove it currently, as at a ready made breach... Then! then! for the first time, did I feel that stiff horn-hard gristle, battering against the tender part; but imagine to yourself his surprise, when he found, after several vigorous pushes, which hurt me extremely, that he made not the least impression.",romantic
"He tried again, still no admittance, still no penetration; but he had hurt me yet more, while my extreme love made me bear extreme pain, almost without a groan. At length, after repeated fruitless trials, he lay down panting by me, kissed my falling tears, and asked me tenderly “what was the meaning of so much complaining? and if I had not borne it better from other than I did from him?” I answered, with a simplicity framed to persuade, that he was the first man that ever served me so. Truth is powerful, and it is not always that we do not believe what we eagerly wish.",romantic
"Charles, already disposed by the evidence, of his senses to think my pretences to virginity not entirely apocryphal, smothers me with kisses, begs me, in the name of love, to have a little patience, and that he wilt be as tender of hurting me as he would be of himself..",romantic
"When I recovered my senses, I found myself undressed and a-bed, in the arms of the sweet relenting murderer of my virginity, who hung mourning tenderly over me, and holding in his hand a cordial, which, coming from the still dear author of so much pain, I could not refuse; my eyes, however, moistened with tears, and languishingly turned upon him, seemed to reproach him with his cruelty, and ask him, if such were the rewards of love. But Charles, to whom I was now infinitely endeared by his complete triumph over a maidenhead, where he so little expected to find one, in tenderness to that pain which he had put me to, in procuring himself the height of pleasure, smothered his exultation, and employed himself with so much sweetness, so much warmth, to sooth, to caress, and comfort me in my soft complainings, which breathed, indeed, more love than resentment, that I presently drowned all sense of pain in the pleasure of seeing him, of thinking that I belonged to him: he who was now the abso",romantic
"The sore was, however, too tender, the wound too bleeding fresh, for Charles’s good-nature to put my patience presently to another trial; but as I could not stir, or walk a-cross the room, he ordered the dinner to be brought to the bed side, where it could not be otherwise than my getting down the wing of a fowl, and two or three glasses of wine, since it was my adored youth who both served, and urged them on me, with that sweet irresistible authority with which love had invested him over me.",romantic
"He is now in bed with me the first time, and in broad day; but when thrusting up his own shirt and my shift, he laid his naked glowing body to mine... oh insupportable delight! oh! superhuman rapture! what pain could stand before a pleasure so transporting? I felt no more the smart of my wounds below; but, curling round him like the tendril of a vine, as if I feared any part of him should be untouched or unpressed by me, I returned his strenuous embraces and kisses with a fervour and gust only known to true love, and which mere lust never rise to.",romantic
"How often, when the rage and tumult of my senses had subsided, after the melting flow, have I, in a tender meditation, asked myself cooly the question, if it was in nature for any of its creatures to be so happy as I was? Or, what were all fears of the consequence, put in the scale of one night’s enjoyment, of any thing so transcendently the taste of my eyes and heart, as that delicious, fond, matchless youth.",romantic
"Thus we spent the whole afternoon, till supper time in a continued circle of love delights, kissing, turtle-billing, toying, and all the rest of the feast. At length, supper was served in, before which Charles had, for I do not know what reason, slipped his clothes on; and sitting down by the bed side, we made table and tablecloth of the bed and sheets, whilst he suffered nobody to attend or serve but himself. He ate with a very good appetite, and seemed charmed to see me eat. For my part, I was so transported with the comparison of the delights I now swam in, with the insipidity of all my past scenes of life, that I thought them sufficiently cheap, at even the price of my ruin, or the risk of their not lasting. The present possession was all my little head could find room for.",romantic
"Late in the morning I waked, first; and observing my lover slept profoundly, softly disengaged myself from his arms, scarcely daring to breathe, for fear of shortening his repose; my cap, my hair, my shift, were all in disorder, from the rufflings I had undergone; and I took this opportunity to adjust and set them as well as I could: whilst, every now and then, looking at the sleeping youth, with inconceivable fondness and delight, and reflecting on all the pain he had put me to, tacitly owned that the pleasure had overpaid me for my sufferings.",romantic
"I lay down then, and carrying my hands to that part of me in which the objects just seen had begun to raise a mutiny, that prevailed over the smart of them, my fingers now opened themselves an easy passage; but long I had not time to consider the wide difference there, between the maid and the now finished woman, before Charles waked, and turning towards me, kindly enquired how I had rested? and, scarce giving me time to answer, imprinted on my lips one of his burning rapture kisses, which darted a flame to my heart, that from thence radiated to every part of me; and presently, as if he had proudly meant revenge for the survey I had smuggled of all his naked beauties, he spurns off the bed clothes, and trussing up my shift as high as it would go, took his turn to feast his eyes on all the gifts nature had bestowed on my person; his busy hands, too, ranged intemperately over every part of me. The delicious austerity and hardness of my yet unripe budding breasts, the whiteness and firmne",romantic
"But now this visit of my soft, warm hand, in those so sensible parts, had put every thing into such ungovernable fury, disdaining all further preluding, and taking advantage of my commodious posture, he made the storm fall where I scarce patiently expected, and where he was sure to lay it: presently, then, I felt the stiff intersection betwen the yielding, divided lips of the wound, now open for life; where the narrowness no longer put me to intolerable pain, and afforded my lover no more difficulty than what heightened his pleasure, in the strict embrace of that tender, warm sheath, round the instrument it was so delicately adjusted to, and which now cased home, so gorged me with pleasure, that it perfectly suffocated me and took away my breath; then the killing thrusts! the unnumbered kisses! every one of which was a joy inexpressible; and that joy lost in a crowd of yet greater blisses! But this was a disorder too violent in nature to last long: the vessels, so stirred and intensely",romantic
"In our calmer intervals Charles gave the following account of himself, every tittle of which was true. He was the only son of a father, who, having a small post in the revenue, rather overlived his income, and had given this young gentleman a very slender education: no profession had he bred him up to, but designed to provide for him in the army, by purchasing him an ensign’s commission, that is to say, provided he could raise the money, or procure it by interest, either of which clauses was rather to be wished than hoped for by him. On no better a plan, however, had his improvident father suffered this youth, a youth of great promise, to run up to the age of manhood, or near it at least, in next to idleness; and had, besides, taken no sort of pains to give him even the common premonitions against the vices of the town, and the dangers of all sorts which wait the unexperienced and unwary in it. He lived at home, and at discretion with his father, who himself kept a mistress; and for th",romantic
"Charles was, however, by the means of his grandmother’s lavish fondness, very sufficiently enabled to keep a mistress, so easily contented as my love made me; and my good fortune, for such I must ever call it, threw me in his way, in the manner above related, just as he was on the look-out for one.",romantic
"As to temper, the even sweetness of it made him seem born for domestic happiness: tender, naturally polite, and gentle-manner’d; it could never be his fault, if ever jars, or animosities ruffled a calm he was so qualified every way to maintain or restore. Without those great or shining qualities that constitute a genius, or are fit to make a noise in the world, he had all those humble ones that compose the softer social merit: plain common sense, set off with every grace of modesty and good nature, made him, if not admired, what is much happier: universally beloved and esteemed. But, as nothing but the beauties of his person had at first attracted my regard and fixed my passion, neither was I then a judge of the internal merit, which I had afterwards full occasion to discover, and which, perhaps, in that season of giddiness and levity, would have touched my heart very little, had it been lodged in a person less the delight of my eyes, and idol of my senses. But to return to our situati",romantic
